acc1,epoch,loss,model_id
33.231998443603516,49.0,4.810971214103699,0.0
33.40399932861328,50.0,4.712114438209534,0.0
33.90399932861328,51.0,4.7534344322395325,0.0
33.922000885009766,52.0,4.790665160503387,0.0
34.29999923706055,53.0,4.762505783004761,0.0
33.88800048828125,54.0,4.731878546276093,0.0
34.10599899291992,55.0,4.603327763671875,0.0
34.27199935913086,56.0,4.534288409233093,0.0
34.90999984741211,57.0,4.53965729177475,0.0
34.913997650146484,58.0,4.425705042495728,0.0
35.87799835205078,59.0,4.303707199993133,0.0
35.85799789428711,60.0,4.263485119056702,0.0
36.2140007019043,61.0,4.339078194236755,0.0
36.7339973449707,62.0,4.201077624912262,0.0
36.00600051879883,63.0,4.36392410779953,0.0
36.571998596191406,64.0,4.2614123299407956,0.0
37.85799789428711,65.0,4.111781584720611,0.0
37.525997161865234,66.0,4.160778629188537,0.0
37.75199890136719,67.0,4.086318154735565,0.0
37.91600036621094,68.0,4.055107833805084,0.0
38.06599807739258,69.0,4.0195596545219425,0.0
38.55400085449219,70.0,3.978202858943939,0.0
39.02799987792969,71.0,3.9380937959098814,0.0
38.215999603271484,72.0,3.9681188155937193,0.0
39.529998779296875,73.0,3.845185523777008,0.0
39.295997619628906,74.0,3.81513552564621,0.0
38.75600051879883,75.0,3.9214468087005616,0.0
39.62999725341797,76.0,3.7518982196426394,0.0
39.821998596191406,77.0,3.7484298067855835,0.0
40.34199905395508,78.0,3.6485698545837404,0.0
40.481998443603516,79.0,3.706307442855835,0.0
39.847999572753906,80.0,3.7192692073631286,0.0
40.33799743652344,81.0,3.6700149326705933,0.0
39.86800003051758,82.0,3.735772639904022,0.0
40.913997650146484,83.0,3.6036226956939696,0.0
40.211997985839844,84.0,3.677792335586548,0.0
40.79199981689453,85.0,3.601490260219574,0.0
41.0620002746582,86.0,3.587884068813324,0.0
41.09600067138672,87.0,3.623425879859924,0.0
41.545997619628906,88.0,3.4802449986076356,0.0
41.402000427246094,89.0,3.5431325612640383,0.0
42.071998596191406,90.0,3.5112203938865663,0.0
41.965999603271484,91.0,3.452496414833069,0.0
42.029998779296875,92.0,3.458091691646576,0.0
42.37799835205078,93.0,3.388703801174164,0.0
42.26599884033203,94.0,3.4426718707847597,0.0
42.34199905395508,95.0,3.390105978279114,0.0
43.14999771118164,96.0,3.3631294797706603,0.0
43.323997497558594,97.0,3.3375116696548464,0.0
42.753997802734375,98.0,3.3641802098846436,0.0
43.28799819946289,99.0,3.2916331731414794,0.0
43.125999450683594,100.0,3.347199121875763,0.0
43.395999908447266,101.0,3.2849923806381227,0.0
43.435997009277344,102.0,3.2706117950630187,0.0
43.323997497558594,103.0,3.301147976741791,0.0
44.15599822998047,104.0,3.227384401111603,0.0
43.56399917602539,105.0,3.2466393603324892,0.0
44.32600021362305,106.0,3.18728147397995,0.0
44.0,107.0,3.2232813677215577,0.0
44.097999572753906,108.0,3.155440879535675,0.0
44.305999755859375,109.0,3.189905002365112,0.0
43.9219970703125,110.0,3.225377554168701,0.0
44.025997161865234,111.0,3.1828104759788514,0.0
44.43199920654297,112.0,3.174131482772827,0.0
44.65999984741211,113.0,3.1102506133461,0.0
45.05999755859375,114.0,3.0963931464195253,0.0
45.0099983215332,115.0,3.1297176274681093,0.0
45.02000045776367,116.0,3.0805875836372376,0.0
45.38800048828125,117.0,3.0757288828277587,0.0
44.84000015258789,118.0,3.0785117219924927,0.0
45.53199768066406,119.0,3.059726059856415,0.0
